sentence,label
That is unforgivable for a luncheon speaker.,neutral
"The good news is, I have nothing spectacular to say.",positive
That is what the business and banking communities want to hear from their central bank Governor.,positive
"No one wants to hear spectacular news from his central bank, just as no one wants to hear it from his doctor.",positive
"The Bangko Sentral's overriding concern is stability, just as your doctor's primary concern is your health.",neutral
"And health and stability have one thing in common: they are no big deal, and you take them for granted, until you stand to lose them.",neutral
"Then it becomes not only distressing news, but interesting news.",neutral
"And no one wants to be on the receiving end of that old Chinese curse: ""May you live in interesting times.""",negative
"Stability has returned, at least to the Philippines.",positive
Interest rates are at pre-crisis low levels; inflation is down; the peso has strengthened from last year's weakness; and the exchange rate has stabilized.,positive
"How could interest rates drop, inflation go down, and the peso strengthen all at the same time?",positive
Conventional wisdom says that what you achieve with one you lose with the other.,neutral
"This phenomenon was not achieved by luck or chance or ""tsamba"", as critics say, but by adroit management by president Estrada and his economic team.",positive
"The stability we enjoy now is due in large part to the success of the BSP in counter- acting speculative attacks on the peso, while by and large allowing the market to set the exchange rate at which the peso will rest without intervention.",positive
"These were, of course, short-term operations.",neutral
"The more permanent contribution of the BSP to stability against storms were its push for higher bank capitalization requirements, tighter disclosure rules and reporting requirements for bank auditors, new provisioning for loan loss reserves, and the improved quality of bank management and supervision.",positive
These and other bank reform measures gave our banking system a sturdiness that the institutions in the neighboring countries did not have.,positive
"Thus, when the financial storm huffed and puffed, the financial houses in other countries were blown away, while ours remained standing.",positive
Some are saying that the Philippines was not as badly affected by the Asian crisis as our neighbors because we hadn't grown as fast as they did to begin with.,negative
I believe otherwise.,neutral
"The others had grown more rapidly than we did, but on a weaker financial, structural, and regulatory base.",positive
Our foundations and our structures were stronger.,positive
The return of relative tranquility and the settling of financial markets do not give the BSP any time or space to rest.,negative
It must remain alert and flexible.,neutral
"It must continually scan the local, global and regional environments for signs of disturbances, and respond in advance or at least on time.",neutral
"However, the BSP now also has more productive time for participating in the strengthening of the Philippine economy.",positive
"The economic vision of the Estrada administration aims for three broad objectives: stability, growth and equity.",positive
"Stability is both political and economic: it ranges from peace and order, internal and external security, and a functioning justice system to minimal movements in prices, interest rates, and exchange rates.",positive
"Growth is the continuing and sustainable rise in output, income and employment.",positive
"And equity is the widening of the sharing of the fruits of growth, with preferential attention to the poor.",positive
"Growth is the business of the private sector working in a free market, with the government supporting it with basic services, infrastructure, and a sound policy and regulatory environment.",positive
"Equity results from a whole host of factors, including the efficiency of the investment and labor markets, the profile of investments made, the structure of investment incentives, the pattern of government expenditures, tax laws, labor laws, and the like.",positive
The overriding day-to-day responsibility of the Bangko Sentral is stability.,positive
"It must keep the inflation rate as low as feasible, and it must balance and fine-tune the relationship between interest rates and the exchange rate.",positive
"Any instability in their behavior, or uncertainties with respect to their future - such as rapid inflation, or disorderly movements in interest rates and in exchange rates - either discourage investments or distort their patterns, away from the long-term and into the short-term, away from fixed assets and into more liquid assets, away from production and into speculation.",negative
"In other words, by acting as the guardian of stability, the BSP provides the right environment for investments to build productive capacity - and thus expand output, income and employment -- and for businesses to operate efficiently.",positive
"To repeat, a stable environment is something nobody notices but which everybody thrives in.",neutral
"Disturb the stability, and everybody scrambles either for cover or for quick deals, to avoid getting killed or to make a killing.",negative
But one thing many people do not realize.,negative
The preservation of stability is different from the promotion of growth.,neutral
The BSP has the tools of monetary policy for preserving stability.,positive
"But, contrary to what many may think, monetary policy does not have the tools for promoting growth.",negative
"It can generate the proper environment conducive to growth, but it cannot itself promote growth.",negative
These tools for growth are in the hands of the private sector and of the fiscal sector.,neutral
"Monetary policy is like a string: it can be used for pulling back, but not for pushing forward.",negative
"And a central bank governor is like a car driver with one foot: he can step on the brake, but not on the accelerator.",neutral
"It is the consumers, investors and the government who have their feet on the accelerator.",neutral
"If they overspeed (and risk inflation), the Bangko Sentral can step on the brake.",neutral
"But if they do not step deeply enough on the accelerator (and risk a slowdown), the BSP cannot force them.",negative
"To change metaphors, the central bank can lead businessmen and bankers to water, but it can't force them to drink.",neutral
I think we have all seen this phenomenon in recent periods.,neutral
"Interest rates kept falling, but banks were not keen on lending, and businesses were unable to borrow or hesitate to borrow.",negative
"With its tools of monetary policy, the BSP can provide stability, but it cannot push growth.",negative
It cannot push a string.,negative
It has no foot to step on the accelerator.,negative
That is the very nature of central banking.,neutral
But the maintenance of stability in itself is a tall order.,negative
"We could maintain our internal house in order, but if a storm comes from overseas, we have to waive our right to sleep.",neutral
Just watch Gabby Singson's face in the next few weeks.,neutral
Watch him look younger and younger.,neutral
"And watch me as well grow, well, younger and younger also.",positive
"That is because I thrive on challenges, and challenges keep me young.",neutral
Many of you may be asking what to expect of my stewardship of the BSP.,neutral
My answer is simple: continuing monetary stability and continuing banking reform.,positive
The BSP will strive to maintain domestic price stability.,positive
"If liquidity from other sources threatens to heat up domestic price levels, in other words, inflation, the BSP will counteract it.",positive
"We will see to it that enough liquidity is provided to satisfy the operations and growth requirements of business, but with a wary eye on the inflation rate and on the exchange rate.",positive
"We will work towards the lowest interest rates possible, consistent with keeping the real interest rate positive and without jeopardizing the stability of domestic price levels and of the peso's exchange rate.",positive
"We will fine-tune and balance the movements of domestic interest rates and the exchange rate and keep them within a general band, to maintain a stable environment.",positive
"We will balance the levels of domestic with foreign interest rates, to prevent speculative capital movements whether inward or outward.",positive
We will maintain the present free market in foreign exchange.,positive
"The foreign exchange rate will be essentially market-determined, under a floating rate system.",positive
"Any intervention by the BSP in the FOREX market will be temporary and will be aimed at minimizing the volatility of the exchange rate, not at setting its level or its trend.",positive
"We will strive to build up further our international reserves, beyond the present record levels.",positive
"The higher our reserves, the greater our ability to withstand shocks, and the stronger the confidence of the public in the health of the economy.",positive
"One thing the BSP will not do: it will not resort to capital controls, or to regulating the inward and outward movement of financial flows.",neutral
"There are other defenses possible against the in-and-out movements of so-called hot money, which generally comes in to buy shares and other assets, and then disposes of them and leaves.",neutral
Capital controls are not the answer.,neutral
"Total foreign exchange controls are worse, and will not be adopted.",negative
"They distort investments and, as our history shows, they simply breed corruption.",negative
"A Russian American songstress once said: ""I've been rich and I've been poor. Rich is better.""",positive
"with respect to our foreign exchange market, and indeed of our economy in general, we can also say, ""we've been controlled and we've been free. Free is better.""",positive
"In addition to adopting these monetary guidelines, the BSP will continue to pursue its program of institutional and structural reform in the banking system.",positive
"This is to enhance the strength of the banking system and its capability to serve the financial requirements of our development, and to withstand the kind of shocks that it experienced with the Asian crisis.",positive
"The BSP will continue to upgrade its monitoring and supervision systems, tightening prudential practices, building strong risk management mechanisms, improving problem recognition processes and capabilities of banks, and providing training to bank examiners and reviewers of the Bangko Sentral.",positive
The BSP will continue to support certain bills in the legislative pipeline.,positive
These include bills to amend the General Banking Act and the New Central Bank act.,neutral
"These amendments aim at strengthening further our regulatory oversight, raise prudential standards to international norms, foster greater competition, and enhance the supervisory capability and independence of the Bangko Sentral.",positive
"The BSP will foster a more efficient, strong, and stable financial system in a deregulated environment.",positive
These efforts include: initiatives to further increase the minimum capitalization of banks; to provide incentives for mergers; and to liberalize the equity and citizenship structure of banks.,positive
The fact that our banking system is already well capitalized has made them structurally better prepared to cope with crises.,positive
Our banks are among the region's highest capitalized banks.,positive
"Its capital adequacy ratio, or CAR, was 17.65% in 1998, well above global standards.",positive
"On the other hand, most of our banks remain small by regional standards.",negative
Bank mergers will further strengthen the banking system.,positive
The BSP will continue to extend short-term incentives to banks that plan to merge.,positive
"As the promoters of ""Godzilla, the movie,"" contend, size does matter.",neutral
"Big banks possess financial strength and are able to meet the needs of large technology investments, a more demanding customer base, and more open markets.",positive
They are able to compete more aggressively without compromising their financial soundness.,positive
"Opening up our banking sector to the entry of more foreign banks will enhance competitive conditions locally, induce mergers and consolidations, and serve the legitimate credit needs of business and personal borrowers better.",positive
"In fact, I believe that the competition to be encouraged by these trends will so strengthen even local banks that we will someday see a Filipino regional bank emerge, and beyond that a Filipino bank with trans-national reach.",positive
"The BSP - in coordination with the Securities and Exchange Commission, the department of finance, private institutions such as the Philippine stock exchange, and business organizations such as those present here today - will push vigorously for the rapid development of the local capital market.",positive
"These include the design and introduction of new financial instruments for use in trading and investments, and the formation of various types of investor institutions and funds to harness savings and channel them into investments.",positive
We aim to attain and eventually surpass the levels of sophistication of the capital markets of our most advanced neighbors.,positive
"The BSP will also support the lowering of over-all credit costs to local borrowers, in order to stimulate new investments and expansions of operations.",positive
It will support the progressive lowering and ultimate disappearance of the gross receipts tax imposed on banks and financial institutions.,positive
"In sum, the BSP will pursue a two-fold mission.",neutral
The first is to guard and maintain stability.,positive
"The second is to lead and drive the development of the banking and financial system towards greater strength, sophistication, competitiveness, and responsiveness to the requirements of the country's growth.",positive
"Globalization, liberalization, and technological developments are going on at a rapid pace, and confront us with threats as well as opportunities.",neutral
"We must be fast enough to keep up with that pace, strong enough to meet the threats, and smart enough to avail of the opportunities.",positive
"At the beginning, I spoke of escaping a baptism of fire here.",neutral
We are told by scripture of a baptism of water and a baptism of the spirit.,neutral
I would appreciate it if the water remained in your glasses.,neutral
"But if you could assure me your spirit of support, then I am assured of success.",positive
Thank you.,neutral
"(Note: Joint General Membership Meeting MAP-BAP-ECOP-FINEX-MBC-PCCI, July 20, 1999, Grand Ballroom, Hotel Intercontinental)",neutral
Introduction I am very pleased and honored to again have this opportunity to provide you a briefing on the current economic situation and prospects.,neutral
"Since my last briefing here at this same venue approximately a year ago, so many important developments have occurred.",neutral
"The picture has increasingly clarified and I am happy to report to you that our fundamental conviction, that our economy will survive the Asian crisis in relatively good shape, is being validated by events.",positive
"Main Developments After a setback in 1998, the Philippine economy is now beginning to show signs of recovery.",positive
GDP grew by 1.2 percent and GNP by 2.0 percent in the first quarter of 1999 after 3 successive quarters of retreat.,positive
Palay and corn production is staging a strong double-digit growth.,positive
Imports finally started to rebound in March 1999 registering a positive 1.5 percent growth.,positive
The month-to-month decline in bank credits to the private sector slowed down to -0.59 percent in March 1999 from a peak of -3.17 percent in January 1999.,positive
Unemployment declined to 9.0 percent in the first quarter of 1999 compared with 9.6 percent in the previous quarter.,positive
"The stock market has staged a major recovery from a composite index low of 1,192 in August 1998 to the current 2,400 level.",positive
"In a recent speech at a regional conference of central bank governors in Seoul, Korea which I attended, no less than the Managing Director of the IMF, Mr. Michel Camdessus, cited the Philippines' improving prospects.",positive
"He said, ""...The countries at the heart of the crisis are close to or even past the turning point.",positive
"Most clearly in Korea, the Philippines, and increasingly in Thailand and Malaysia, we see signs of an upturn in activity..."" On the basis of our latest projections as of April 1999 which were validated by an IMF mission, we are projecting a GDP growth of 1-3 percent and GNP growth of 1.5-3.5 percent in 1999.",positive
"Moreover, I am more and more convinced we'll actually be closer to the top end of the forecast range.",positive
We have also made steady and significant gains towards stabilizing prices and removing the pressure on our external financial position.,positive
Price stability has been primarily sustained through careful liquidity management.,positive
The average inflation in 1998 of 9.0 percent was even lower than the target range of 9.25 to 9.75 percent.,positive
"Moreover, from 11.5 percent in January 1999, inflation has slowed down to 8.0 percent as of April 1999.",positive
We are expecting inflation to come down to 7.5 percent by December this year.,positive
"For the year as a whole, we are projecting an average inflation of 8-9 percent.",positive
"Meanwhile, the current account of the balance of payments improved dramatically from a deficit of $4.4 billion in 1997 to a surplus of $1.3 billion in 1998.",positive
"As of January 1999, even the merchandise trade deficit has turned into a $183 million surplus.",positive
The current account surplus reached $570 million and the overall balance of payments recorded an $881 million surplus.,positive
Gross international reserves have now reached an all-time high of $13.9 billion as of mid-May.,positive
This represents a big recovery from less than $8.8 billion as of the start of 1998.,positive
"Due to the strong early results, we have increased our target current account surplus for 1999 from $444 million to $1.7 billion.",positive
The target balance of payments surplus was also increased from $1.6 billion to $3.2 billion.,positive
"Moreover, the improvement in the balance of payments has been consistent with a manageable external debt situation.",positive
Only 15.0 percent of our total foreign debt of $47.8 billion as of end-December 1998 is short-term.,positive
"Our debt service ratio, or the ratio of foreign debt service payments to total exports of goods and services, has actually declined from 17.1 percent in 1993 to 11.7 percent in 1998.",positive
This used to be more than 36 percent in the mid-1980s.,neutral
The improvements in the external transactions have led to the recovery of the peso to the current level of around P38 to the dollar.,positive
"Moreover, there is now also more normal movement of the peso in the context of a floating exchange rate policy.",positive
The Monetary Policy Stance The recent positive developments especially on inflation and in the foreign exchange market have made possible the significant lowering of interest rates that will support economic recovery.,positive
"Since the start of the year, the BSP has already cut its market-setting overnight borrowing and lending rates no less than 15 times resulting in a cumulative reduction totaling 350 basis points as of May 24, 1999.",positive
We have also cut the liquidity reserve requirement by a total three percentage points this year.,positive
"With the statutory reserve requirement at 10 percent and the liquidity reserve at 4 percent, the overall reserve requirement is now down to only 14 percent which is even lower than the pre-crisis level of 15 percent (13 percent statutory, 2 percent liquidity).",positive
"Reflecting the easing of liquidity, the market benchmark 91-day bill rate has dropped to single-digit at 9.741 percent as of the May 31 auction.",positive
"Meanwhile, bank prime lending rates have eased to around 12-13 percent.",positive
Bank lending spreads have also come down to 3-4 percent.,positive
We are anticipating that the lower and more reasonable interest rate environment will help in sustaining economic recovery.,positive
An Update on the Banking System One of the key reasons why the Philippines is able to lead the way to economic recovery in crisis-stricken Asia is the resiliency and relative soundness of the banking system.,positive
Bank failures have continued to be very limited.,positive
"The total assets of failed banks, including Orient Bank, account for less than one-third of one percent of total banking system assets.",positive
"As a result, it has not been necessary to commit massive amounts of public funds just to bail-out the banking system.",neutral
"In sharp contrast, the fiscal costs of bank rehabilitation in other countries have been staggering.",negative
"For example, very recently we were informed by Korean authorities that they are now projecting to spend about $54 billion purely for cleaning up the balance sheets of their surviving banking system.",negative
"In Thailand, the Governor of the Bank of Thailand told me they have already spent about $22 billion and still counting.",negative
"Looking forward, I am confident that our banking system will continue to remain viable and resilient especially with economic recovery in clear prospect.",positive
"Asset quality, as revealed in the NPL ratio is respectable.",positive
"The NPL ratio of the commercial banking system, which accounts for about 91 percent of total banking system assets, was estimated at 13.18 percent as of March 1999.",neutral
"In comparison, private sector estimates of NPL ratios in other severely affected countries are much higher, ranging from 30 percent in Korea to about 75 percent in Indonesia.",neutral
Capital adequacy also remains at a very comfortable level.,positive
"At 17.7 percent as of the latest report, the ratio of net worth to risk assets is presently among the highest in the region.",positive
"Finally, and more importantly, the future stability of the banking system is being secured with the vigorous implementation of banking reforms.",positive
"The key measures have been increased minimum capitalization requirements, higher loan loss requirements and their stricter enforcement, and strengthened banking supervision.",positive
"In response to the banking reforms as well as the competitive environment, we are already witnessing a market-driven, voluntary, and orderly consolidation in the banking industry.",positive
"In the long-run, this is for the better and will result in a stronger banking system.",positive
Is the Worst Really Over?,neutral
Is the worst really over?,neutral
"Summing up the overall picture, I believe the evidence is quite clear that we have already regained a reasonable degree of financial stability.",positive
This stability has given us the solid foundation to pursue our economic growth objectives.,positive
I believe the worst is behind us.,positive
"However, realistically speaking, we must also admit that significant challenges remain.",negative
The prospects could be particularly affected by external events that have a domestic impact.,neutral
Some of the key challenges that we have to look out for include: (1) the ability of the high-flying US economy to achieve a soft landing that can ensure the sustainable growth of the U.S. and world economies; (2) the ability of the Japanese economy to finally turn around; (3) fresh crisis in major developing economies; (4) a major adjustment in the Chinese currency; and (5) major disasters and weather-related disturbances.,negative
"On the U.S. economy, it is already widely expected that the U.S. economy will have to slow down and correct.",negative
"In fact, our own projections anticipate this eventuality.",neutral
The real issue is whether this landing can be achieved without having to dramatically raise U.S. interest rates in a destabilizing way.,neutral
"On the Japanese economy, the authorities there have been taking major initiatives both to stimulate the economy and to clean up the banking system.",neutral
There is therefore reasonable basis to expect progress.,neutral
"On the other hand, the chances of a fresh crisis in key markets have also been significantly reduced in view of strong actions being taken by the most vulnerable countries like Brazil and Argentina.",neutral
"Even in Russia, the policy dialogue appears to be moving forward according to the IMF.",neutral
We are also not expecting a major adjustment in the Chinese currency in the near future.,neutral
"During a recent conference in Macau held last May 14, Governor Dai Xianglong of the People's Bank of China vigorously defended the case for the continued stability of the renminbi not only in terms of their international responsibility but also in terms of their own economic self-interest.",positive
"These are the key risks that we have to face in the period ahead but I believe, on balance, the probability of more success rather than reversal is sufficiently encouraging.",neutral
Concluding Remarks I would like to finish my presentation today with an update on the financial condition of the BSP.,neutral
"In fiscal year 1998, we were able to remit as a result of profitable operations P14.96 billion to the National coffers in the form of taxes, dividends, and interest rebates.",positive
This comes on top of the P37.56 billion we had already remitted during 1993-1997.,positive
"Altogether, during my term, the BSP has remitted P52.52 billion to the government on a seed capital of only P10 billion.",positive
I have had the honor of addressing this regular economic briefing for Urban Bank clients for four straight years now since 1996.,positive
I must admit that I have always enjoyed speaking at this forum especially because of the good attendance that the sponsor always manages to mobilize.,positive
And you have always been a good and patient audience.,neutral
"On July 5, I will finish my six-year term.",neutral
I have been blessed and privileged enough to be able to do so with both our economy and the BSP in reasonable shape despite an unprecedented Asian crisis.,neutral
Thank you and farewell.,neutral
Delivered during the 16th Mid-Year Economic Briefing of Urban Bank held on 31 May 1999 at the Manila Polo Club,neutral
Introduction It is a great pleasure and honor for me to participate in this high-level conference on central banking policies organized by the Monetary and Foreign Exchange Authority of Macau.,neutral
I find it quite appropriate that this conference takes place in the context of celebrations on the transition this year of sovereignty of Macau to the People's Republic of China.,neutral
The common underlying theme of these two events is that of promoting orderly transition.,neutral
"For their part, central bankers have always been concerned with the maintenance of financial system stability as one of their core responsibilities.",neutral
"The Asian financial crisis has powerfully underscored the importance of ensuring the underlying soundness of financial systems, particularly banking systems, in a regime of heightened capital mobility and more open economies.",negative
"Unfortunately, the message was delivered at great social, economic, and political cost to the countries that have been most affected.",negative
"Nevertheless, significant progress is already being achieved around the region beginning with the costly clean-up of ravaged banking systems in individual economies.",positive
Progress is also being achieved in adapting new banking reforms based on current international best practices as a way of preventing future crises.,positive
"More importantly, financial system reform is being supported by the reform of the broader corporate sector.",positive
Pre-Crisia Financial System Reforms We have often been asked why the Philippines has been less severely affected by the Asian crisis.,positive
"Looking back, among other reasons, I think we were fortunate in having a fundamentally sound banking system when crisis struck.",positive
"This was critical from the point of view of overall financial system stability because the banking system, with over 92 percent of total assets, dominated the financial system.",neutral
The banking system benefited from many painful lessons learned from an earlier banking crisis in the 1980s which saw the failure of a number of banks including medium-sized commercial banks.,negative
The Central Bank of the Philippines itself became bankrupt mainly due to the assumption of foreign liabilities and other quasi-fiscal activities.,negative
"From this experience, the private banking sector learned to manage their banks better and more prudently.",neutral
Government also learned to be less interventionist in credit decisions and to leave the banking system largely in private sector hands.,positive
The Central Bank was formally rehabilitated in 1993 at great fiscal cost.,positive
"In the process, it gained independence in formulating policy in the areas of money, banking and credit as well as in the supervision of the banking system.",neutral
Its primary objective was price stability conducive to a balanced and sustainable growth of the economy.,neutral
"Its policy independence was deeply enshrined, guaranteed by no less than the Constitution rather than mere ordinary law.",neutral
The strengthening of the Central Bank significantly altered the policy environment.,neutral
"Under the leadership of the Bangko Sentral ng Pilipinas (BSP), the name of the new Central Bank, major financial system reforms were undertaken.",neutral
A key reform was the opening up of the banking system to domestic and foreign competition.,neutral
"The Foreign Bank Entry Liberalization Law of 1994 allowed, for the first time since 1949, the entry of foreign banks subject to certain conditions.",neutral
"The foreign exchange regime was also liberalized culminating in the country's acquiring IMF Article VIII status in 1995, signifying full liberalization of current account transactions.",positive
Capital account transactions were also significantly liberalized.,positive
Statutory reserve requirements on deposits and deposit substitutes were also cut from a peak of 24 percent in 1993 to the present 10 percent.,positive
This reform was essential to lowering the cost of bank intermediation.,positive
The banking system responded vigorously to these reforms and the process of financial disintermediation starting in the 1980s was reversed.,positive
Total resources of the banking system increased by an average 28 percent per year from 1992 to 1997.,positive
Operational efficiency was also strengthened as banks prepared for a more competitive banking environment.,positive
"However, the BSP also anticipated the potential risks from the rapid expansion of the banking system by increasing minimum bank capitalization requirements.",negative
"In late 1995, a first round of significant capital increases was approved for implementation in 1996.",neutral
"In late 1996, another round of capital increases was approved for staggered implementation in 1997 and 1998.",neutral
"As a result of these early initiatives, the banking system was relatively well capitalized at the start of the Asian crisis.",positive
The ratio of net worth to risk assets was 16.8 percent at end-1996.,neutral
"In early 1997 and even before the Asian currency crisis, the BSP took a number of defensive measures to strengthen the prudential framework.",neutral
This included imposing a 20 percent portfolio limit on property-related loans and reducing the allowable loan value on real estate collaterals to 60 percent of appraised value.,neutral
A 30 percent liquidity requirement was also imposed on banks' foreign exchange assets to slow down foreign intermediation.,positive
These measures probably helped mitigate the full impact of the crisis.,positive
The conduct of monetary and exchange rate policy during the crisis also explicitly took into account the stability of the financial system.,neutral
"We consciously avoided an excessive currency depreciation through the lowering of interest rates on one hand as advocated by some economists from the academe, like Professor Sachs.",neutral
We also avoided excessively punitive interest rates to defend the currency as preferred by the IMF.,neutral
We were convinced that either development would lack credibility and seriously destabilize the banking system by fomenting even more panic.,neutral
Past experience has taught us that the first order of business in a situation like this should be to make every effort to calm down the market.,positive
"Recent Reforms However, we also backed up a pragmatic crisis response with further initiatives to strengthen and build confidence in the banking system.",neutral
"In October 1997, we announced another round of staggered increases in minimum capitalization to be implemented through year 2000.",neutral
Tighter standards for classifying loan accounts were adopted.,neutral
Tougher loan loss provisioning requirements were also adopted which were at least equal to or even tougher than recommended international best practice.,neutral
Additional measures included stricter qualification and competency criteria for the issuance of new banking licenses.,neutral
"To enhance transparency and market discipline, the BSP obligated listed banks to disclose more information to the public particularly those that are critical to the assessment of asset quality.",neutral
Banks were also obligated to mark-to-market their trading portfolios.,neutral
External auditors were also obliged to inform the BSP of factors that materially affect the soundness of a bank.,neutral
"Finally, bank examination became more risk-based and the focus broadened to cover the consolidated banking group to avoid circumvention.",positive
The Current Banking Situation Let me now give you a quick update on the current banking situation.,neutral
The Philippines continues to avoid a systemic crisis in the banking system.,positive
The limited bank failures that have occurred have mainly affected a few small thrift and rural banks.,neutral
Only one (1) small commercial bank collapsed.,neutral
Total resources of these banks that failed constitute less than one-half of one percent of the resources of the banking system.,neutral
"As a result, unlike in other countries, it has not been necessary to commit public funds to bail out the banking system.",positive
"The underlying asset quality of the commercial banking system, which accounts for more than 90 percent of total resources of the banking system, is reflected in a much lower and more manageable non-performing loan ratio of 12.87 percent as of February 1999.",positive
"Capital adequacy, which gives our banking system the ability to withstand adversity, is also among the highest in the region at nearly 18 percent of risk assets as of latest report.",positive
This is comparable with current levels in Singapore and Hong Kong.,positive
It is also much higher than the minimum statutory requirement of 10 percent and the BIS recommendation of 8 percent.,positive
"** Bank profitability in 1998, however, was severely affected by the need to build up loan loss provisions and by reduced operating income growth.",negative
"As a result, net income dropped by nearly 47 percent to yield a meager 6.0 percent return on average equity.",negative
"Summing up the various developments, the Philippine banking system is presently in a stable but weakened position arguably similar to the situation of Singapore and Hong Kong.",neutral
The key to the Philippine banking system's full recovery is seen to be in the early resumption of economic growth which will ease potential collection problems on existing loans as well as improve operating revenues through increased business.,positive
"On the other hand, prolonged economic weakness can only further strain the banking system.",negative
The reforms initiated during the crisis have to be sustained beyond the crisis period if threats of a future crisis will be minimized.,neutral
"While strengthening the banking system is of the utmost priority, complementary reforms will also be needed to enhance the capacity to resolve corporate financial difficulties and bankruptcies, encourage capital market development, and increase domestic saving and the efficiency of its allocation.",positive
Crucial in developing this system is the creation of a network of access points where customers can conduct their transactions through a multi-channel approach for customer interface.,neutral
This is where an interconnected POS system can play an important role.,neutral
"Since POS terminals entail relatively minimal investment, are easier to deploy and are less costly to maintain, it is likely that more and more financial institutions will be inclined to adopt this technology as a channel for their services.",positive
The growth in electronic or e-money business is another area that may fortify the role of POS systems further.,positive
Bangko Sentral's Circular 649 which set the regulatory framework for e-money and e-money issuers promotes innovations in fund transfer mechanisms and paves the way for a competitive growth in the industry.,positive
"Under this framework, authorized e-money issuers can build a network of cash in/cash out agents that can serve as gateway for the previously unbanked to access financial services.",neutral
Financial institutions can create linkages and leverage this vast network of agents to deliver financial services to a broader market using the e-money platform... facilitated by either a mobile phone or a POS terminal.,neutral
We have seen promising results so far.,positive
"I understand that the next phase of development for the system is to allow fund transfers, another welcome innovation.",neutral
"As of March 2010, for instance, ... we have monitored 7.4 million e-money transactions valued at roughly 11.3 billion pesos using ATM and POS channels.",neutral
"Once this POS network interconnection is fully developed, therefore, it will provide even more efficient and cost-effective ways to serve the many bankable... yet unbanked... Filipinos.",positive
"Nevertheless, it is prudent to remember that while technology presents us with many opportunities, we must also remain vigilant of its attendant challenges and risks.",neutral
"System downtimes, breach of consumer information confidentiality, unclear charges and fees are among the issues that can erode public confidence in the POS system.",negative
"We therefore enjoin our ATM consortia, as well as other financial institutions, to adopt appropriate measures and controls to mitigate such risks.",neutral
"One of your priorities should be an information campaign to ensure that customers are properly informed on how they can perform POS transactions safely and securely, as well as the possible risks involved.",neutral
"Customers must also be informed about all applicable fees associated with the use of other networks' POS terminals, in accordance with existing BSP regulations on e-money and consumer protection.",neutral
"On our part, we at the Bangko Sentral will continue to create a policy and regulatory environment that will enable innovations to flourish while ensuring that appropriate controls and safeguards are in place.",positive
Ladies and gentlemen.,neutral
Changes in our financial landscape and innovations in technology represent both challenge and opportunity for all of us.,neutral
"I believe however that if we remain united by our common goal to provide better service to Filipino consumers, we will find the way forward.",positive
"While we have our respective roles to play, we should find ultimate convergence in working for a better, stronger, and more inclusive banking system; a banking system that supports balanced and sustainable growth for our country and our people.",positive
"And so, once again, I congratulate Bancnet, Expressnet and Megalink for proving, once again, that public service is alive and well in the banking sector.",positive
Mabuhay!,neutral
Maraming salamat sa inyong lahat!,neutral
"Members of the governments' economic team, other Cabinet members, excellencies of the diplomatic corps, our partners from the private sector and multilateral institutions, our friends from the media, colleagues from government, ladies and gentlemen, good morning.",neutral
Thank you for joining us in this economic briefing.,neutral
"Over the next few minutes, allow me to share with you the BSP's legal mandate, the key reforms we have implemented and our assessment of the macroeconomic opportunities that have been created in the process.",neutral
I would also like to share with you our thoughts on the challenges that lie ahead and the BSP's policy strategies to meet these challenges with a view to creating more opportunities to achieve more durable and inclusive growth for the Philippine economy.,neutral
Let me start with a review of the major reforms that the BSP has adopted in pursuit of its mandated responsibilities.,neutral
"First, on monetary policy - the BSP has adopted the inflation targeting framework that has provided us with a disciplined approach to safeguarding price stability.",positive
The forward-looking perspective under the framework as well as the associated transparency and accountability practices have helped better anchor the inflation expectations of the markets and the public.,positive
"This, in turn, has contributed to improved inflation management and to well-contained inflation dynamics.",positive
Let us look at the numbers...,neutral
"Stable food prices have helped temper inflation pressures, despite the occurrence of the El Niño phenomenon early this year.",positive
"From January to July 2010, headline inflation fluctuated between 3.9 percent and 4.4 percent, staying within the Government's target range of 3.5-5.5 percent for 2010.",neutral
The benign inflation environment has given the BSP the flexibility to keep policy rates steady.,neutral
"With stable domestic financial conditions, the BSP also started a measured and paced unwinding of its accommodative monetary policy stance in the first half of the year.",positive
"Second, on external sector policy - the BSP adheres to a flexible exchange rate system and to an appropriately designed foreign exchange regulatory framework.",neutral
The BSP also has in place an external debt management strategy that helps promote debt sustainability.,neutral
"As a result, we have seen the emergence of strong external payments dynamics, providing comfortable buffers against external shocks.",positive
"Reflecting these prudent external sector policies, the country's balance of payments (BOP) position posted a surplus of US$3.2 billion in the first half of the year.",positive
The resilience of OF remittances and the sharp recovery of exports contributed largely to the country's favorable external payments dynamics.,positive
The country's external debt profile continues to improve.,positive
"Six years ago, our external debt-to-GDP ratio was around 70 percent.",neutral
"As of March 2010, this ratio was down to 33 percent.",neutral
"The long-dated maturity structure of our foreign currency debt, helps limit rollover and foreign exchange risks.",neutral
"The country's debt service burden as percent of GDP, which had previously hovered around 10 percent [2001-2003], eased to 6 percent as of March 2010. International reserves have climbed to new highs, providing strong coverage for both imports and short-term external debt.",positive
"At end-July 2010, the GIR stood at US$48.6 billion.",neutral
"At this level, the GIR can cover 9 months of imports and is equivalent to 9.3 times the country's short-term external debt based on original maturity and 5.1 times based on residual maturity, thus providing a strong cushion against external shocks.",positive
"As a result of the strong external liquidity position, the Philippine peso has remained broadly stable.",positive
